Id,Label,timeset,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,clustering,triangles,modularity_class,componentnumber
prettyfeet,prettyfeet,,7,21,1,1,1,0,1,21,505,86
perfectfeet,perfectfeet,,7,21,1,1,1,0,1,21,505,86
sandals,sandals,,7,21,1,1,1,0,1,21,505,86
piesbonitos,piesbonitos,,7,21,1,1,1,0,1,21,505,86
lewisville,lewisville,,3,3,5,0.323192,0.327111,0,1,3,143,0
foodporn,foodporn,,3,3,5,0.323192,0.327111,0,1,3,143,0
wharton,wharton,,3,3,5,0.46228,0.473253,0,1,3,217,0
pagerank,pagerank,,6,8,5,0.459789,0.471436,1.333333,0.733333,11,262,0
facebroke,facebroke,,3,3,5,0.461215,0.47246,0,1,3,262,0
pavel,pavel,,1,1,5,0.459687,0.471196,0,0,0,217,0
raceahead,raceahead,,3,5,5,0.459748,0.471308,0,1,3,217,0
metals,metals,,2,2,5,0.459708,0.471244,0,1,1,434,0
yukon,yukon,,2,2,5,0.459708,0.471244,0,1,1,434,0
carplay,carplay,,3,23,5,0.459931,0.471452,0,1,3,435,0
darkposts,darkposts,,2,2,5,0.460053,0.471516,0,1,1,131,0
monitoring,monitoring,,3,3,5,0.459911,0.471436,0,1,3,143,0
footprints,footprints,,2,2,5,0.323685,0.327255,0,1,1,436,0
ecology,ecology,,2,2,5,0.323685,0.327255,0,1,1,436,0
racism,racism,,4,15,5,0.461992,0.473021,10.469877,0.833333,5,217,0
sexism,sexism,,3,3,5,0.460949,0.472204,0,1,3,217,0
ijf17,ijf17,,3,6,5,0.459931,0.471452,0,1,3,217,0
submarine,submarine,,4,8,5,0.45989,0.471444,0,1,6,243,0
voiceyouropinion,voiceyouropinion,,1,1,5,0.459687,0.471196,0,0,0,217,0
inventors,inventors,,5,5,5,0.461031,0.472348,0,1,10,217,0
springboks,springboks,,3,3,5,0.459728,0.471292,0,1,3,1,0
chaffordhundred,chaffordhundred,,3,3,5,0.459728,0.471292,0,1,3,1,0
generation,generation,,2,6,5,0.459708,0.471244,0,1,1,217,0
highstreet,highstreet,,3,9,5,0.459911,0.471412,0,1,3,217,0
wdyt,wdyt,,5,13,5,0.459951,0.471508,0.666667,0.8,8,217,0
inspirational,inspirational,,2,2,5,0.459708,0.471244,0,1,1,437,0
dalmatian,dalmatian,,2,2,5,0.459708,0.471244,0,1,1,437,0
reminder,reminder,,4,4,5,0.46099,0.472316,0,1,6,262,0
memories,memories,,7,11,4,0.461133,0.472497,44.050446,0.52381,11,262,0
republicanparty,republicanparty,,3,3,5,0.459911,0.471436,0,1,3,217,0
good,good,,8,13,5,0.461276,0.47262,32.443056,0.5,14,217,0
waronconservatives,waronconservatives,,6,15,5,0.464735,0.475214,0,1,15,217,0
watford,watford,,2,2,5,0.459708,0.471244,0,1,1,340,0
oxycodone,oxycodone,,4,4,5,0.459748,0.47134,0,1,6,111,0
percocet,percocet,,4,4,5,0.459748,0.47134,0,1,6,111,0
vicodine,vicodine,,4,4,5,0.459748,0.47134,0,1,6,111,0
bluewave,bluewave,,1,1,5,0.325894,0.330276,0,0,0,217,0
layout,layout,,4,8,5,0.45989,0.471444,0,1,6,243,0
residencebyinvestment,residencebyinvestment,,4,4,5,0.460297,0.471764,0,1,6,217,0
fakewnes,fakewnes,,1,2,5,0.317651,0.321221,0,0,0,217,0
userdata,userdata,,2,3,5,0.460012,0.471484,0,1,1,217,0
shemeansbusiness,shemeansbusiness,,4,4,5,0.460033,0.471564,0,1,6,262,0
digitalskills,digitalskills,,4,4,5,0.460033,0.471564,0,1,6,262,0
thanq,thanq,,1,2,5,0.319542,0.323109,0,0,0,193,0
improvements,improvements,,6,6,5,0.330141,0.334449,0,1,15,131,0
tackling,tackling,,6,6,5,0.330141,0.334449,0,1,15,131,0
blackberry,blackberry,,3,3,5,0.326425,0.33024,0,1,3,142,0
defence,defence,,2,2,5,0.459708,0.471244,0,1,1,217,0
totalitarian,totalitarian,,6,6,5,0.461194,0.47254,0,1,15,217,0
chicom,chicom,,6,6,5,0.461194,0.47254,0,1,15,217,0
radicalheights,radicalheights,,1,1,6,0.315275,0.319257,0,0,0,288,0
freespeechattacked,freespeechattacked,,4,4,5,0.462259,0.473269,0,1,6,217,0
manipulatesalgorithms,manipulatesalgorithms,,4,4,5,0.462259,0.473269,0,1,6,217,0
nj,nj,,3,3,5,0.459728,0.471292,0,1,3,438,0
imaging,imaging,,3,3,5,0.459728,0.471292,0,1,3,438,0
radiology,radiology,,3,3,5,0.459728,0.471292,0,1,3,438,0
shakeitup,shakeitup,,5,5,5,0.459809,0.47142,0,1,10,1,0
poker,poker,,5,5,5,0.459809,0.47142,0,1,10,1,0
dice,dice,,8,17,5,0.45987,0.471564,10470.669012,0.5,14,1,0
deckofdice,deckofdice,,5,5,5,0.459809,0.47142,0,1,10,1,0
jermarketing,jermarketing,,2,2,5,0.459708,0.471244,0,1,1,439,0
bebrilliant,bebrilliant,,2,2,5,0.459708,0.471244,0,1,1,439,0
delhi,delhi,,2,2,5,0.459708,0.471244,0,1,1,440,0
uttarakhand,uttarakhand,,2,2,5,0.459708,0.471244,0,1,1,440,0
mental,mental,,1,3,5,0.459687,0.471196,0,0,0,217,0
ceosummit,ceosummit,,4,4,5,0.460134,0.471644,0,1,6,217,0
cali,cali,,4,4,5,0.459931,0.471484,0,1,6,131,0
jamescomey,jamescomey,,16,50,4,0.464507,0.475331,87.133246,0.65,78,340,0
androidapp,androidapp,,5,24,6,0.320299,0.324035,0,1,10,325,0
iphoneapp,iphoneapp,,5,24,6,0.320299,0.324035,0,1,10,325,0
mobileappdevelopment,mobileappdevelopment,,5,24,6,0.320299,0.324035,0,1,10,325,0
witney,witney,,3,3,5,0.459728,0.471292,0,1,3,217,0
kendalljenner,kendalljenner,,3,3,5,0.459728,0.471292,0,1,3,217,0
livinmicro,livinmicro,,5,5,6,0.317496,0.321706,0,1,10,131,0
fairlyadept,fairlyadept,,5,5,6,0.317496,0.321706,0,1,10,131,0
sowrongitswrite,sowrongitswrite,,5,5,6,0.317496,0.321706,0,1,10,131,0
dont,dont,,5,5,6,0.317496,0.321706,0,1,10,131,0
ocm,ocm,,4,4,5,0.31767,0.32165,0,1,6,1,0
transformation,transformation,,4,4,5,0.31767,0.32165,0,1,6,1,0
singlesignon,singlesignon,,8,8,4,0.460704,0.472193,0,1,28,143,0
universallogin,universallogin,,8,8,4,0.460704,0.472193,0,1,28,143,0
phonenumber,phonenumber,,8,8,4,0.460704,0.472193,0,1,28,143,0
identification,identification,,8,8,4,0.460704,0.472193,0,1,28,143,0
eplanet,eplanet,,2,2,5,0.460521,0.471884,0,1,1,217,0
thinkbig,thinkbig,,7,7,5,0.326835,0.331412,0,1,21,217,0
foundr,foundr,,7,7,5,0.326835,0.331412,0,1,21,217,0
philippine,philippine,,2,2,5,0.460053,0.471516,0,1,1,217,0
goingdark,goingdark,,1,3,5,0.321297,0.324847,0,0,0,217,0
salutes,salutes,,7,7,5,0.46097,0.472364,0,1,21,143,0
martinlutherkingjr,martinlutherkingjr,,7,7,5,0.46097,0.472364,0,1,21,143,0
malcolmx,malcolmx,,7,7,5,0.46097,0.472364,0,1,21,143,0
worldbookday,worldbookday,,2,2,5,0.459708,0.471244,0,1,1,441,0
template,template,,2,2,5,0.459708,0.471244,0,1,1,441,0
bye,bye,,3,3,5,0.460358,0.471788,0,1,3,243,0
zuckerbergsucks,zuckerbergsucks,,2,2,5,0.459708,0.471244,0,1,1,217,0
techtard,techtard,,4,4,5,0.461113,0.47238,0,1,6,217,0
liberalelites,liberalelites,,4,4,5,0.461113,0.47238,0,1,6,217,0
biggovsucks,biggovsucks,,2,2,5,0.459748,0.471276,0,1,1,193,0
sudan,sudan,,2,2,5,0.459708,0.471244,0,1,1,442,0
sudannews,sudannews,,2,2,5,0.459708,0.471244,0,1,1,442,0
friday13,friday13,,12,14,4,0.465712,0.476147,49.772996,0.757576,50,217,0
ghoulofyourdreams,ghoulofyourdreams,,5,5,5,0.461521,0.472732,0,1,10,217,0
vamp,vamp,,5,5,5,0.461521,0.472732,0,1,10,217,0
cryptoheadlines,cryptoheadlines,,9,10,5,0.34656,0.355749,118.1811,0.722222,26,262,0
cryptoads,cryptoads,,6,6,5,0.33836,0.345293,0,1,15,262,0
crypocurrencyads,crypocurrencyads,,6,6,5,0.33836,0.345293,0,1,15,262,0
laugh,laugh,,5,10,5,0.339962,0.347038,0,1,10,1,0
facefook,facefook,,5,10,5,0.460175,0.471708,0,1,10,217,0
deepdive,deepdive,,2,8,5,0.459972,0.471452,0,1,1,217,0
targetedads,targetedads,,1,1,5,0.459687,0.471196,0,0,0,217,0
facebookjobs,facebookjobs,,2,2,5,0.460725,0.472012,0,1,1,217,0
yeehaw,yeehaw,,6,6,5,0.46101,0.472396,0,1,15,217,0
soon,soon,,5,5,5,0.460012,0.47158,0,1,10,131,0
ruleoflaw,ruleoflaw,,3,3,5,0.325996,0.330455,0,1,3,193,0
mbs,mbs,,3,70,5,0.462239,0.473221,23.001984,0.666667,2,217,0
saudiarabia,saudiarabia,,4,9,5,0.460725,0.472108,10.327789,0.666667,4,217,0
socialissues,socialissues,,2,11,6,0.318467,0.322089,0.8,0,0,320,0
phone,phone,,7,7,5,0.461951,0.473133,0,1,21,217,0
species,species,,9,9,5,0.337209,0.343545,0,1,36,142,0
o,o,,9,9,5,0.337209,0.343545,0,1,36,142,0
janegoodallinst,janegoodallinst,,9,9,5,0.337209,0.343545,0,1,36,142,0
"吃那",吃那,,9,9,5,0.337209,0.343545,0,1,36,142,0
improv,improv,,3,3,5,0.460664,0.472028,0,1,3,217,0
executiveproducer,executiveproducer,,2,2,5,0.459708,0.471244,0,1,1,443,0
chiranjeevi,chiranjeevi,,2,2,5,0.459708,0.471244,0,1,1,443,0
assistance,assistance,,2,2,5,0.459708,0.471244,0,1,1,217,0
divest,divest,,3,3,5,0.463061,0.473861,0,1,3,217,0
somerton,somerton,,3,3,5,0.461706,0.472828,0,1,3,217,0
lovettorleaveit,lovettorleaveit,,1,1,5,0.459687,0.471196,0,0,0,217,0
10mostinfluentialpoliticians,10mostinfluentialpoliticians,,4,4,5,0.459769,0.471356,0,1,6,131,0
sitecontact,sitecontact,,4,4,5,0.459769,0.471356,0,1,6,131,0
autoresponder,autoresponder,,4,4,5,0.459769,0.471356,0,1,6,131,0
skinnyfat,skinnyfat,,2,2,5,0.460684,0.472012,0,1,1,217,0
voters,voters,,2,6,5,0.459708,0.471244,0,1,1,444,0
data_leak,data_leak,,2,2,5,0.462218,0.473173,0,1,1,217,0
securitynightmare,securitynightmare,,2,2,5,0.459809,0.471324,0,1,1,217,0
mentoring,mentoring,,3,9,5,0.460786,0.472092,0,1,3,217,0
netzdg,netzdg,,4,12,5,0.462629,0.473557,0,1,6,217,0
longformcontent,longformcontent,,2,2,5,0.45983,0.47134,0,1,1,131,0
mysong,mysong,,1,2,5,0.328516,0.332842,0,0,0,217,0
schedulingposts,schedulingposts,,3,3,5,0.45989,0.47142,0,1,3,217,0
qotd,qotd,,5,5,5,0.459911,0.4715,0,1,10,193,0
common,common,,5,5,5,0.459911,0.4715,0,1,10,193,0
googleit,googleit,,5,5,5,0.459911,0.4715,0,1,10,193,0
kirunaswxstation,kirunaswxstation,,3,6,5,0.45985,0.471388,0,1,3,217,0
dailysun,dailysun,,3,6,5,0.45985,0.471388,0,1,3,217,0
freespeechfriday,freespeechfriday,,3,3,5,0.460134,0.471604,0,1,3,262,0
lufc,lufc,,1,1,5,0.459687,0.471196,0,0,0,217,0
stopcensorship,stopcensorship,,1,1,6,0.316098,0.320025,0,0,0,142,0
withdrawal,withdrawal,,1,1,5,0.459687,0.471196,0,0,0,217,0
finewomenthateatass,finewomenthateatass,,2,2,5,0.459911,0.471404,0,1,1,1,0
usability,usability,,1,1,5,0.459687,0.471196,0,0,0,217,0
uslackofprivacyconcerns,uslackofprivacyconcerns,,1,1,5,0.459687,0.471196,0,0,0,217,0
quotations,quotations,,3,3,5,0.459972,0.471484,0,1,3,142,0
selfrealization,selfrealization,,3,3,5,0.459972,0.471484,0,1,3,142,0
realitytv,realitytv,,12,18,5,0.462773,0.473949,2967.875146,0.621212,41,142,0
betseydevos,betseydevos,,1,1,1,1,1,0,0,0,516,87
commoncore,commoncore,,1,1,1,1,1,0,0,0,516,87
anthem,anthem,,3,3,5,0.317505,0.321362,0,1,3,339,0
unhackthevote,unhackthevote,,4,7,5,0.32864,0.333229,0,1,6,340,0
facebookfeatures,facebookfeatures,,2,4,5,0.459708,0.471244,0,1,1,445,0
authorpromotion,authorpromotion,,3,6,5,0.459789,0.47134,1.066667,0.666667,2,445,0
gosports,gosports,,1,1,5,0.459687,0.471196,0,0,0,217,0
scs2846df,scs2846df,,3,3,5,0.460195,0.47166,0,1,3,262,0
ichbinhier,ichbinhier,,1,3,5,0.459687,0.471196,0,0,0,217,0
blacklist,blacklist,,3,3,5,0.460155,0.47162,0,1,3,243,0
fridaythoughts,fridaythoughts,,6,6,5,0.322232,0.326174,0,1,15,340,0
badluck,badluck,,6,6,5,0.322232,0.326174,0,1,15,340,0
facebookvaicomprarotwitter,facebookvaicomprarotwitter,,11,13,5,0.462629,0.473821,24.871655,0.690909,38,217,0
facebookapps,facebookapps,,2,2,5,0.459708,0.471244,0,1,1,446,0
facebookbusinesspage,facebookbusinesspage,,2,2,5,0.459708,0.471244,0,1,1,446,0
callgirls,callgirls,,4,4,5,0.459789,0.471372,0,1,6,73,0
prostitution,prostitution,,4,4,5,0.459789,0.471372,0,1,6,73,0
pedogateisreal,pedogateisreal,,1,2,1,1,1,0,0,0,519,88
humptydumpty,humptydumpty,,1,2,1,1,1,0,0,0,519,88
exxon,exxon,,4,4,5,0.32864,0.333229,0,1,6,340,0
factsmatter,factsmatter,,9,17,5,0.463866,0.474637,2557.55859,0.916667,33,142,0
morningrush,morningrush,,8,16,5,0.345307,0.355251,0,1,28,142,0
morningdrive,morningdrive,,8,16,5,0.345307,0.355251,0,1,28,142,0
americasnewsroom,americasnewsroom,,1,1,5,0.459687,0.471196,0,0,0,217,0
pearls,pearls,,6,6,5,0.460684,0.47214,0,1,15,143,0
mydubai,mydubai,,6,6,5,0.460684,0.47214,0,1,15,143,0
theweeknd,theweeknd,,14,14,5,0.461788,0.473253,0,1,91,330,0
avnews,avnews,,14,14,5,0.461788,0.473253,0,1,91,330,0
avtweets,avtweets,,14,14,5,0.461788,0.473253,0,1,91,330,0
cepro,cepro,,14,14,5,0.461788,0.473253,0,1,91,330,0
amateurgirls,amateurgirls,,1,2,5,0.459687,0.471196,0,0,0,217,0
buytraffic,buytraffic,,6,8,5,0.459789,0.471436,1.333333,0.733333,11,262,0
ftmyers,ftmyers,,2,2,5,0.459708,0.471244,0,1,1,217,0
fridayreads,fridayreads,,2,2,5,0.459931,0.47142,0,1,1,217,0
funeral,funeral,,1,1,5,0.459687,0.471196,0,0,0,217,0
psyop,psyop,,3,3,5,0.459728,0.471292,0,1,3,262,0
healthit,healthit,,1,1,5,0.459687,0.471196,0,0,0,217,0
congratulations,congratulations,,4,12,5,0.46099,0.472268,0,1,6,330,0
artmarketing,artmarketing,,3,3,5,0.45989,0.47142,0,1,3,1,0
asai,asai,,1,2,5,0.459687,0.471196,0,0,0,217,0
schoolcalling,schoolcalling,,2,3,5,0.459748,0.471276,0,1,1,1,0
facebookleaks,facebookleaks,,3,6,5,0.459911,0.471436,0,1,3,217,0
immersive,immersive,,5,5,5,0.45987,0.471468,0,1,10,254,0
laps,laps,,2,4,5,0.321675,0.325406,0,1,1,131,0
pizzagateneverbeendebunked,pizzagateneverbeendebunked,,7,7,5,0.324664,0.328696,0,1,21,193,0
pedowood,pedowood,,7,7,5,0.324664,0.328696,0,1,21,193,0
pizzagateisreal,pizzagateisreal,,7,7,5,0.324664,0.328696,0,1,21,193,0
icaadrome,icaadrome,,3,3,5,0.459748,0.471308,0,1,3,142,0
startuplife,startuplife,,7,7,5,0.324431,0.328364,0,1,21,217,0
diamondanssilk,diamondanssilk,,2,2,5,0.459911,0.471404,0,1,1,217,0
catacomb,catacomb,,1,1,1,1,1,0,0,0,520,89
tweetfleet,tweetfleet,,1,1,1,1,1,0,0,0,520,89
prowrestling,prowrestling,,4,4,5,0.459992,0.471524,0,1,6,1,0
socialsnacks,socialsnacks,,5,5,5,0.461133,0.47246,0,1,10,217,0
dumbdonald,dumbdonald,,3,3,5,0.459728,0.471292,0,1,3,262,0
thisisahatecrimeagainst,thisisahatecrimeagainst,,3,3,5,0.459728,0.471292,0,1,3,262,0
shaftesbury,shaftesbury,,3,3,5,0.459728,0.471292,0,1,3,142,0
dwts,dwts,,2,2,5,0.321595,0.325286,0,1,1,340,0
spy_app,spy_app,,1,1,5,0.459687,0.471196,0,0,0,217,0
new_zealand,new_zealand,,2,4,5,0.460012,0.471484,0,1,1,217,0
amp,amp,,1,1,5,0.459687,0.471196,0,0,0,217,0
webfoundation,webfoundation,,1,1,6,0.316752,0.320581,0,0,0,217,0
udel,udel,,2,6,5,0.459708,0.471244,0,1,1,217,0
businesstraining,businesstraining,,1,1,5,0.319621,0.323635,0,0,0,262,0
tapiaentgroup,tapiaentgroup,,2,4,5,0.459728,0.47126,0,1,1,217,0
showreel,showreel,,4,4,5,0.460521,0.471932,0,1,6,217,0
drp,drp,,7,21,5,0.335687,0.342215,0,1,21,1,0
mandelaeffect,mandelaeffect,,2,2,5,0.334554,0.340878,0,1,1,447,0
multiverse,multiverse,,2,2,5,0.334554,0.340878,0,1,1,447,0
gatesservices,gatesservices,,3,3,5,0.336425,0.342639,0,1,3,262,0
jaredleto,jaredleto,,4,13,5,0.459748,0.47134,0,1,6,448,0
30secondstomars,30secondstomars,,4,13,5,0.459748,0.47134,0,1,6,448,0
minolithtour,minolithtour,,4,13,5,0.459748,0.47134,0,1,6,448,0
2adefenders,2adefenders,,8,24,5,0.329525,0.335067,0,1,28,193,0
realdonaldjtrump,realdonaldjtrump,,8,24,5,0.329525,0.335067,0,1,28,193,0
emergencies,emergencies,,2,6,5,0.459728,0.47126,0,1,1,217,0
emma4change,emma4change,,3,3,6,0.321496,0.324978,0,1,3,143,0
childrenscharities,childrenscharities,,2,6,5,0.323876,0.327874,0,1,1,45,0
mask,mask,,6,6,5,0.461153,0.472476,0,1,15,340,0
skulls,skulls,,6,6,5,0.461153,0.472476,0,1,15,340,0
managingexpectations,managingexpectations,,2,4,6,0.315571,0.319532,0,1,1,449,0
socialadvertising,socialadvertising,,2,4,6,0.315571,0.319532,0,1,1,449,0
yellodigicon,yellodigicon,,3,6,5,0.46148,0.472636,0,1,3,217,0
humans,humans,,3,3,5,0.460317,0.471748,0,1,3,217,0
socialmediarevolution,socialmediarevolution,,1,3,5,0.459687,0.471196,0,0,0,217,0
corporatenarrative,corporatenarrative,,5,5,5,0.462382,0.473397,0,1,10,325,0
dormroom,dormroom,,5,5,5,0.462382,0.473397,0,1,10,325,0
popular,popular,,1,1,5,0.459687,0.471196,0,0,0,217,0
twiterbot,twiterbot,,3,3,5,0.337231,0.343648,0,1,3,131,0
bspn,bspn,,2,6,5,0.459708,0.471244,0,1,1,1,0
internetdating,internetdating,,2,2,5,0.459708,0.471244,0,1,1,450,0
datingsites,datingsites,,2,2,5,0.459708,0.471244,0,1,1,450,0
friyay,friyay,,8,96,5,0.320585,0.324575,0,1,28,330,0
plantbased,plantbased,,8,96,5,0.320585,0.324575,0,1,28,330,0
superfood,superfood,,8,96,5,0.320585,0.324575,0,1,28,330,0
blueangels,blueangels,,2,2,5,0.459769,0.471292,0,1,1,217,0
cybercriminals,cybercriminals,,2,2,5,0.459728,0.47126,0,1,1,217,0
publichealth,publichealth,,1,5,5,0.459687,0.471196,0,0,0,217,0
currentaffairs,currentaffairs,,3,5,5,0.321685,0.325604,0,1,3,1,0
oval,oval,,1,1,5,0.459687,0.471196,0,0,0,217,0
feedback,feedback,,1,1,5,0.459687,0.471196,0,0,0,217,0
salute,salute,,8,8,5,0.32572,0.330072,0,1,28,325,0
cancelbrexit,cancelbrexit,,2,10,6,0.315122,0.31918,0,1,1,139,0
fairvote,fairvote,,2,10,6,0.315122,0.31918,0,1,1,139,0
govindians,govindians,,3,3,5,0.459748,0.471308,0,1,3,217,0
herono1,herono1,,3,3,5,0.459748,0.471308,0,1,3,217,0
krakendice,krakendice,,3,12,6,0.315074,0.319212,0,1,3,1,0
dnd,dnd,,3,12,6,0.315074,0.319212,0,1,3,1,0
kimjunsu,kimjunsu,,5,5,5,0.460073,0.471628,0,1,10,260,0
xia,xia,,5,5,5,0.460073,0.471628,0,1,10,260,0
turndatup215show,turndatup215show,,1,6,1,1,1,0,0,0,525,90
indi,indi,,1,6,1,1,1,0,0,0,525,90
brfamtv,brfamtv,,2,5,5,0.328526,0.33289,0,1,1,217,0
facebookdynamiccreativeads,facebookdynamiccreativeads,,3,3,5,0.459728,0.471292,0,1,3,217,0
optimizedfacebookads,optimizedfacebookads,,3,3,5,0.459728,0.471292,0,1,3,217,0
n4s,n4s,,1,2,5,0.459687,0.471196,0,0,0,217,0
hrc38,hrc38,,3,33,5,0.326835,0.33089,0,1,3,217,0
onlinecasino,onlinecasino,,2,2,5,0.459728,0.47126,0,1,1,217,0
mgwv,mgwv,,8,407,5,0.320793,0.32469,0,1,28,1,0
mayar,mayar,,8,407,5,0.320793,0.32469,0,1,28,1,0
teamfollowback,teamfollowback,,8,407,5,0.320793,0.32469,0,1,28,1,0
rt2gain,rt2gain,,8,407,5,0.320793,0.32469,0,1,28,1,0
tfbjp,tfbjp,,8,407,5,0.320793,0.32469,0,1,28,1,0
chattsocialxd,chattsocialxd,,2,4,5,0.460949,0.47222,0,1,1,217,0
msn,msn,,6,114,5,0.460012,0.471612,0,1,15,143,0
sheriff,sheriff,,2,2,5,0.459769,0.471292,0,1,1,45,0
goodbye,goodbye,,6,24,5,0.459789,0.471436,0,1,15,142,0
friendship,friendship,,6,24,5,0.459789,0.471436,0,1,15,142,0
letitgo,letitgo,,6,24,5,0.459789,0.471436,0,1,15,142,0
30seconds,30seconds,,6,24,5,0.459789,0.471436,0,1,15,142,0
relationships,relationships,,13,32,5,0.461399,0.472924,105.981324,0.551282,43,142,0
nomercynomalice,nomercynomalice,,1,8,5,0.459687,0.471196,0,0,0,217,0
philanthropy,philanthropy,,1,2,5,0.459687,0.471196,0,0,0,217,0
fakevideo,fakevideo,,3,3,5,0.459931,0.471452,0,1,3,217,0
pilates,pilates,,6,6,5,0.461296,0.47262,0,1,15,217,0
golazo,golazo,,3,3,5,0.459769,0.471324,0,1,3,217,0
stafford,stafford,,3,3,5,0.459769,0.471324,0,1,3,217,0
crosby,crosby,,3,6,5,0.322222,0.325958,0,1,3,41,0
glw,glw,,3,5,5,0.46097,0.472268,0,1,3,217,0
assessement,assessement,,1,1,5,0.459687,0.471196,0,0,0,217,0
dftba,dftba,,6,6,5,0.460827,0.472236,0,1,15,217,0
vlogbrothers,vlogbrothers,,6,6,5,0.460827,0.472236,0,1,15,217,0
uab,uab,,1,3,6,0.31495,0.318956,0,0,0,451,0
followtrain,followtrain,,8,400,5,0.320793,0.32469,0,1,28,1,0
bfnli,bfnli,,3,4,5,0.459687,0.471196,0,0,0,217,0
freemarkzuckerberg,freemarkzuckerberg,,2,2,5,0.459708,0.471244,0,1,1,217,0
iplaw,iplaw,,4,8,6,0.315303,0.319422,0,1,6,340,0
lawfirm,lawfirm,,4,8,6,0.315303,0.319422,0,1,6,340,0
ipr,ipr,,4,8,6,0.315303,0.319422,0,1,6,340,0
atd2018,atd2018,,3,9,5,0.459931,0.471452,4.119048,0.666667,2,217,0
erdogan,erdogan,,2,4,5,0.460725,0.472012,0,1,1,217,0
newyorkdailynews,newyorkdailynews,,3,3,5,0.459728,0.471292,0,1,3,452,0
spokesperson,spokesperson,,3,3,5,0.459728,0.471292,0,1,3,452,0
thedailynews,thedailynews,,3,3,5,0.459728,0.471292,0,1,3,452,0
shannonleto,shannonleto,,4,4,5,0.459748,0.47134,0,1,6,448,0
communitymatters,communitymatters,,1,1,5,0.459687,0.471196,0,0,0,217,0
altrightreality,altrightreality,,3,3,5,0.460073,0.471564,0,1,3,340,0
touramerica,touramerica,,2,4,5,0.460317,0.471708,0,1,1,45,0
bnzshow,bnzshow,,1,1,5,0.459687,0.471196,0,0,0,217,0
mobcrush,mobcrush,,3,3,5,0.460806,0.472108,0,1,3,217,0
willferrel,willferrel,,3,3,5,0.459728,0.471292,0,1,3,80,0
lsteveclifford,lsteveclifford,,3,3,5,0.459728,0.471292,0,1,3,80,0
seohelp,seohelp,,5,5,5,0.460134,0.471676,0,1,10,262,0
seooptimization,seooptimization,,5,5,5,0.460134,0.471676,0,1,10,262,0
seopackages,seopackages,,5,5,5,0.460134,0.471676,0,1,10,262,0
apexessentials,apexessentials,,5,5,6,0.317244,0.321404,0,1,10,142,0
makeup,makeup,,8,10,5,0.460012,0.471676,1923.971539,0.607143,17,142,0
futurenet,futurenet,,1,1,5,0.459687,0.471196,0,0,0,217,0
tfas,tfas,,3,3,5,0.459748,0.471308,0,1,3,217,0
novakfellow,novakfellow,,3,3,5,0.459748,0.471308,0,1,3,217,0
medhat,medhat,,1,2,5,0.459687,0.471196,0,0,0,217,0
naijapals,naijapals,,3,3,5,0.460541,0.471932,0,1,3,217,0
theyards,theyards,,4,4,5,0.459931,0.47146,0,1,6,217,0
clintonfoundation,clintonfoundation,,2,2,5,0.320181,0.323863,0,1,1,340,0
aol,aol,,1,1,6,0.31495,0.318956,0,0,0,453,0
bangladesh,bangladesh,,6,12,5,0.461296,0.472604,0,1,15,217,0
vinyl,vinyl,,9,13,5,0.461808,0.473069,5430.941713,0.555556,20,143,0
buynow,buynow,,4,4,5,0.323816,0.327874,0,1,6,143,0
shoppingonline,shoppingonline,,4,4,5,0.323816,0.327874,0,1,6,143,0
worstpickuplines,worstpickuplines,,2,2,5,0.459708,0.471244,0,1,1,217,0
petpeeve,petpeeve,,2,3,5,0.460012,0.471484,0,1,1,217,0
passports,passports,,1,1,5,0.459687,0.471196,0,0,0,217,0
shitalgorithms,shitalgorithms,,1,1,5,0.459687,0.471196,0,0,0,217,0
upsidedown,upsidedown,,5,5,5,0.462321,0.473357,0,1,10,217,0
fallen,fallen,,8,8,5,0.460521,0.472076,0,1,28,217,0
artoninstagram,artoninstagram,,6,6,5,0.460073,0.47166,0,1,15,131,0
digitalart,digitalart,,6,6,5,0.460073,0.47166,0,1,15,131,0
digitalpainting,digitalpainting,,6,6,5,0.460073,0.47166,0,1,15,131,0
sketchbook,sketchbook,,6,6,5,0.460073,0.47166,0,1,15,131,0
oldbutgold,oldbutgold,,4,4,5,0.460155,0.47166,0,1,6,131,0
americanidol,americanidol,,2,2,5,0.459708,0.471244,0,1,1,41,0
studyshows,studyshows,,2,2,5,0.45983,0.47134,0,1,1,217,0
atdat75,atdat75,,2,2,5,0.459708,0.471244,0,1,1,217,0
cubanabloemfontein,cubanabloemfontein,,1,1,1,1,1,0,0,0,527,91
graduationparty,graduationparty,,1,1,1,1,1,0,0,0,527,91
mandala,mandala,,1,1,5,0.459687,0.471196,0,0,0,217,0
hinder,hinder,,4,4,5,0.460114,0.471628,0,1,6,142,0
datause,datause,,4,4,5,0.460114,0.471628,0,1,6,142,0
weknowweb,weknowweb,,3,3,5,0.460012,0.471516,0,1,3,217,0
xtremefs1headphone,xtremefs1headphone,,2,2,5,0.459708,0.471244,0,1,1,454,0
youtubeexclusivecontent,youtubeexclusivecontent,,2,2,5,0.459708,0.471244,0,1,1,454,0
seattletimes,seattletimes,,2,2,5,0.45983,0.47134,0,1,1,217,0
weeks,weeks,,3,3,6,0.317254,0.321277,0,1,3,260,0
census,census,,2,4,5,0.459931,0.47142,0,1,1,217,0
