,time
27474,2018-04-11 17:31:32
27475,2018-04-11 17:31:32
27476,2018-04-11 17:31:33
27477,2018-04-11 17:31:34
27478,2018-04-11 17:31:34
27479,2018-04-11 17:31:34
27480,2018-04-11 17:31:35
27481,2018-04-11 17:31:36
27482,2018-04-11 17:31:36
27483,2018-04-11 17:31:37
27484,2018-04-11 17:31:38
27485,2018-04-11 17:31:39
27486,2018-04-11 17:31:40
27487,2018-04-11 17:31:40
27488,2018-04-11 17:31:42
27489,2018-04-11 17:31:42
27490,2018-04-11 17:31:42
27491,2018-04-11 17:31:44
27492,2018-04-11 17:31:44
27493,2018-04-11 17:31:45
27494,2018-04-11 17:31:45
27495,2018-04-11 17:31:46
27496,2018-04-11 17:31:46
27497,2018-04-11 17:31:46
27498,2018-04-11 17:31:47
27499,2018-04-11 17:31:47
27500,2018-04-11 17:31:47
27501,2018-04-11 17:31:48
27502,2018-04-11 17:31:48
27503,2018-04-11 17:31:48
27504,2018-04-11 17:31:49
27505,2018-04-11 17:31:50
27506,2018-04-11 17:31:50
27507,2018-04-11 17:31:51
27508,2018-04-11 17:31:51
27509,2018-04-11 17:31:52
27510,2018-04-11 17:31:53
27511,2018-04-11 17:31:53
27512,2018-04-11 17:31:53
27513,2018-04-11 17:31:54
27514,2018-04-11 17:31:54
27515,2018-04-11 17:31:56
27516,2018-04-11 17:31:56
27517,2018-04-11 17:31:56
27518,2018-04-11 17:31:57
27519,2018-04-11 17:31:58
27520,2018-04-11 17:31:59
27521,2018-04-11 17:31:59
27522,2018-04-11 17:32:00
27523,2018-04-11 17:32:01
27524,2018-04-11 17:32:01
27525,2018-04-11 17:32:02
27526,2018-04-11 17:32:02
27527,2018-04-11 17:32:01
27528,2018-04-11 17:32:01
27529,2018-04-11 17:32:02
27530,2018-04-11 17:32:03
27531,2018-04-11 17:32:04
27532,2018-04-11 17:32:04
27533,2018-04-11 17:32:04
27534,2018-04-11 17:32:04
27535,2018-04-11 17:32:05
27536,2018-04-11 17:32:05
27537,2018-04-11 17:32:05
27538,2018-04-11 17:32:06
27539,2018-04-11 17:32:06
27540,2018-04-11 17:32:06
27541,2018-04-11 17:32:07
27542,2018-04-11 17:32:07
27543,2018-04-11 17:32:07
27544,2018-04-11 17:32:07
27545,2018-04-11 17:32:07
27546,2018-04-11 17:32:08
27547,2018-04-11 17:32:08
27548,2018-04-11 17:32:09
27549,2018-04-11 17:32:09
27550,2018-04-11 17:32:12
27551,2018-04-11 17:32:12
27552,2018-04-11 17:32:12
27553,2018-04-11 17:32:12
27554,2018-04-11 17:32:13
27555,2018-04-11 17:32:13
27556,2018-04-11 17:32:14
27557,2018-04-11 17:32:15
27558,2018-04-11 17:32:15
27559,2018-04-11 17:32:16
27560,2018-04-11 17:32:16
27561,2018-04-11 17:32:19
27562,2018-04-11 17:32:19
27563,2018-04-11 17:32:19
27564,2018-04-11 17:32:21
27565,2018-04-11 17:32:21
27566,2018-04-11 17:32:21
27567,2018-04-11 17:32:23
27568,2018-04-11 17:32:23
27569,2018-04-11 17:32:25
27570,2018-04-11 17:32:25
27571,2018-04-11 17:32:25
27572,2018-04-11 17:32:26
27573,2018-04-11 17:32:26
27574,2018-04-11 17:32:29
27575,2018-04-11 17:32:29
27576,2018-04-11 17:32:29
27577,2018-04-11 17:32:30
27578,2018-04-11 17:32:30
27579,2018-04-11 17:32:30
27580,2018-04-11 17:32:31
27581,2018-04-11 17:32:32
27582,2018-04-11 17:32:34
27583,2018-04-11 17:32:34
27584,2018-04-11 17:32:34
27585,2018-04-11 17:32:34
27586,2018-04-11 17:32:34
27587,2018-04-11 17:32:35
27588,2018-04-11 17:32:36
27589,2018-04-11 17:32:37
27590,2018-04-11 17:32:38
27591,2018-04-11 17:32:38
27592,2018-04-11 17:32:38
27593,2018-04-11 17:32:38
27594,2018-04-11 17:32:39
27595,2018-04-11 17:32:39
27596,2018-04-11 17:32:39
27597,2018-04-11 17:32:39
27598,2018-04-11 17:32:41
27599,2018-04-11 17:32:42
27600,2018-04-11 17:32:43
27601,2018-04-11 17:32:46
27602,2018-04-11 17:32:47
27603,2018-04-11 17:32:47
27604,2018-04-11 17:32:47
27605,2018-04-11 17:32:48
27606,2018-04-11 17:32:49
27607,2018-04-11 17:32:50
27608,2018-04-11 17:32:50
27609,2018-04-11 17:32:52
27610,2018-04-11 17:32:52
27611,2018-04-11 17:32:53
27612,2018-04-11 17:32:53
27613,2018-04-11 17:32:54
27614,2018-04-11 17:32:54
27615,2018-04-11 17:32:55
27616,2018-04-11 17:32:55
27617,2018-04-11 17:32:56
27618,2018-04-11 17:32:57
27619,2018-04-11 17:32:59
27620,2018-04-11 17:32:59
27621,2018-04-11 17:33:00
27622,2018-04-11 17:33:01
27623,2018-04-11 17:33:01
27624,2018-04-11 17:33:01
27625,2018-04-11 17:33:01
27626,2018-04-11 17:33:01
27627,2018-04-11 17:33:02
27628,2018-04-11 17:33:02
27629,2018-04-11 17:33:02
27630,2018-04-11 17:33:03
27631,2018-04-11 17:33:03
27632,2018-04-11 17:33:07
27633,2018-04-11 17:33:07
27634,2018-04-11 17:33:08
27635,2018-04-11 17:33:08
27636,2018-04-11 17:33:08
27637,2018-04-11 17:33:08
27638,2018-04-11 17:33:09
27639,2018-04-11 17:33:11
27640,2018-04-11 17:33:12
27641,2018-04-11 17:33:12
27642,2018-04-11 17:33:15
27643,2018-04-11 17:33:15
27644,2018-04-11 17:33:16
27645,2018-04-11 17:33:17
27646,2018-04-11 17:33:18
27647,2018-04-11 17:33:18
27648,2018-04-11 17:33:19
27649,2018-04-11 17:33:19
27650,2018-04-11 17:33:20
27651,2018-04-11 17:33:20
27652,2018-04-11 17:33:21
27653,2018-04-11 17:33:21
27654,2018-04-11 17:33:22
27655,2018-04-11 17:33:23
27656,2018-04-11 17:33:24
27657,2018-04-11 17:33:24
27658,2018-04-11 17:33:25
27659,2018-04-11 17:33:25
27660,2018-04-11 17:33:26
27661,2018-04-11 17:33:25
27662,2018-04-11 17:33:26
27663,2018-04-11 17:33:26
27664,2018-04-11 17:33:27
27665,2018-04-11 17:33:27
27666,2018-04-11 17:33:31
27667,2018-04-11 17:33:33
27668,2018-04-11 17:33:35
27669,2018-04-11 17:33:35
27670,2018-04-11 17:33:35
27671,2018-04-11 17:33:36
27672,2018-04-11 17:33:36
27673,2018-04-11 17:33:37
27674,2018-04-11 17:33:39
27675,2018-04-11 17:33:40
27676,2018-04-11 17:33:40
27677,2018-04-11 17:33:40
27678,2018-04-11 17:33:42
27679,2018-04-11 17:33:45
27680,2018-04-11 17:33:45
27681,2018-04-11 17:33:46
27682,2018-04-11 17:33:46
27683,2018-04-11 17:33:46
27684,2018-04-11 17:33:47
27685,2018-04-11 17:33:48
27686,2018-04-11 17:33:49
27687,2018-04-11 17:33:50
27688,2018-04-11 17:33:50
27689,2018-04-11 17:33:50
27690,2018-04-11 17:33:51
27691,2018-04-11 17:33:51
27692,2018-04-11 17:33:52
27693,2018-04-11 17:33:53
27694,2018-04-11 17:33:53
27695,2018-04-11 17:33:52
27696,2018-04-11 17:33:54
27697,2018-04-11 17:33:54
27698,2018-04-11 17:33:55
27699,2018-04-11 17:33:56
27700,2018-04-11 17:33:56
27701,2018-04-11 17:33:57
27702,2018-04-11 17:33:57
27703,2018-04-11 17:33:57
27704,2018-04-11 17:33:58
27705,2018-04-11 17:33:59
27706,2018-04-11 17:34:00
27707,2018-04-11 17:34:01
27708,2018-04-11 17:34:01
27709,2018-04-11 17:34:02
27710,2018-04-11 17:34:01
27711,2018-04-11 17:34:01
27712,2018-04-11 17:34:02
27713,2018-04-11 17:34:02
27714,2018-04-11 17:34:03
27715,2018-04-11 17:34:04
27716,2018-04-11 17:34:04
27717,2018-04-11 17:34:06
27718,2018-04-11 17:34:07
27719,2018-04-11 17:34:07
27720,2018-04-11 17:34:07
27721,2018-04-11 17:34:08
27722,2018-04-11 17:34:09
27723,2018-04-11 17:34:09
27724,2018-04-11 17:34:11
27725,2018-04-11 17:34:11
27726,2018-04-11 17:34:11
27727,2018-04-11 17:34:11
27728,2018-04-11 17:34:12
27729,2018-04-11 17:34:14
27730,2018-04-11 17:34:14
27731,2018-04-11 17:34:15
27732,2018-04-11 17:34:15
27733,2018-04-11 17:34:16
27734,2018-04-11 17:34:16
27735,2018-04-11 17:34:16
27736,2018-04-11 17:34:19
27737,2018-04-11 17:34:22
27738,2018-04-11 17:34:22
27739,2018-04-11 17:34:23
27740,2018-04-11 17:34:23
27741,2018-04-11 17:34:25
27742,2018-04-11 17:34:26
27743,2018-04-11 17:34:27
27744,2018-04-11 17:34:28
27745,2018-04-11 17:34:28
27746,2018-04-11 17:34:32
27747,2018-04-11 17:34:33
27748,2018-04-11 17:34:33
27749,2018-04-11 17:34:33
27750,2018-04-11 17:34:33
27751,2018-04-11 17:34:33
27752,2018-04-11 17:34:34
27753,2018-04-11 17:34:35
27754,2018-04-11 17:34:35
27755,2018-04-11 17:34:35
27756,2018-04-11 17:34:36
27757,2018-04-11 17:34:38
27758,2018-04-11 17:34:40
27759,2018-04-11 17:34:40
27760,2018-04-11 17:34:41
27761,2018-04-11 17:34:41
27762,2018-04-11 17:34:41
27763,2018-04-11 17:34:42
27764,2018-04-11 17:34:42
27765,2018-04-11 17:34:47
27766,2018-04-11 17:34:48
27767,2018-04-11 17:34:49
27768,2018-04-11 17:34:50
27769,2018-04-11 17:34:51
27770,2018-04-11 17:34:53
27771,2018-04-11 17:34:55
27772,2018-04-11 17:34:56
27773,2018-04-11 17:34:56
27774,2018-04-11 17:34:56
27775,2018-04-11 17:34:57
27776,2018-04-11 17:34:59
27777,2018-04-11 17:34:59
27778,2018-04-11 17:34:59
27779,2018-04-11 17:34:59
27780,2018-04-11 17:35:00
27781,2018-04-11 17:35:02
27782,2018-04-11 17:35:01
27783,2018-04-11 17:35:03
27784,2018-04-11 17:35:03
27785,2018-04-11 17:35:04
27786,2018-04-11 17:35:04
27787,2018-04-11 17:35:04
27788,2018-04-11 17:35:05
27789,2018-04-11 17:35:05
27790,2018-04-11 17:35:05
27791,2018-04-11 17:35:05
27792,2018-04-11 17:35:06
27793,2018-04-11 17:35:07
27794,2018-04-11 17:35:05
27795,2018-04-11 17:35:06
27796,2018-04-11 17:35:07
27797,2018-04-11 17:35:08
27798,2018-04-11 17:35:08
27799,2018-04-11 17:35:10
27800,2018-04-11 17:35:11
27801,2018-04-11 17:35:11
27802,2018-04-11 17:35:13
27803,2018-04-11 17:35:13
27804,2018-04-11 17:35:14
27805,2018-04-11 17:35:14
27806,2018-04-11 17:35:16
27807,2018-04-11 17:35:17
27808,2018-04-11 17:35:17
27809,2018-04-11 17:35:18
27810,2018-04-11 17:35:18
27811,2018-04-11 17:35:18
27812,2018-04-11 17:35:19
27813,2018-04-11 17:35:19
27814,2018-04-11 17:35:20
27815,2018-04-11 17:35:20
27816,2018-04-11 17:35:23
27817,2018-04-11 17:35:23
27818,2018-04-11 17:35:23
27819,2018-04-11 17:35:23
27820,2018-04-11 17:35:24
27821,2018-04-11 17:35:24
27822,2018-04-11 17:35:24
27823,2018-04-11 17:35:25
27824,2018-04-11 17:35:25
27825,2018-04-11 17:35:26
27826,2018-04-11 17:35:26
27827,2018-04-11 17:35:26
27828,2018-04-11 17:35:28
27829,2018-04-11 17:35:30
27830,2018-04-11 17:35:31
27831,2018-04-11 17:35:31
27832,2018-04-11 17:35:32
27833,2018-04-11 17:35:33
27834,2018-04-11 17:35:33
27835,2018-04-11 17:35:34
27836,2018-04-11 17:35:34
27837,2018-04-11 17:35:35
27838,2018-04-11 17:35:35
27839,2018-04-11 17:35:36
27840,2018-04-11 17:35:36
27841,2018-04-11 17:35:36
27842,2018-04-11 17:35:36
27843,2018-04-11 17:35:40
27844,2018-04-11 17:35:40
27845,2018-04-11 17:35:40
27846,2018-04-11 17:35:41
27847,2018-04-11 17:35:41
27848,2018-04-11 17:35:42
27849,2018-04-11 17:35:42
27850,2018-04-11 17:35:42
27851,2018-04-11 17:35:42
27852,2018-04-11 17:35:43
27853,2018-04-11 17:35:44
27854,2018-04-11 17:35:44
27855,2018-04-11 17:35:44
27856,2018-04-11 17:35:45
27857,2018-04-11 17:35:46
27858,2018-04-11 17:35:46
27859,2018-04-11 17:35:47
27860,2018-04-11 17:35:47
27861,2018-04-11 17:35:48
27862,2018-04-11 17:35:50
27863,2018-04-11 17:35:50
27864,2018-04-11 17:35:50
27865,2018-04-11 17:35:52
27866,2018-04-11 17:35:52
27867,2018-04-11 17:35:53
27868,2018-04-11 17:35:53
27869,2018-04-11 17:35:54
27870,2018-04-11 17:35:54
27871,2018-04-11 17:35:54
27872,2018-04-11 17:35:54
27873,2018-04-11 17:35:57
27874,2018-04-11 17:35:57
27875,2018-04-11 17:35:58
27876,2018-04-11 17:35:58
27877,2018-04-11 17:35:59
27878,2018-04-11 17:36:00
27879,2018-04-11 17:36:00
27880,2018-04-11 17:36:00
27881,2018-04-11 17:36:01
27882,2018-04-11 17:36:02
27883,2018-04-11 17:36:02
27884,2018-04-11 17:36:03
27885,2018-04-11 17:36:03
27886,2018-04-11 17:36:03
27887,2018-04-11 17:36:04
27888,2018-04-11 17:36:04
27889,2018-04-11 17:36:04
27890,2018-04-11 17:36:06
27891,2018-04-11 17:36:06
27892,2018-04-11 17:36:05
27893,2018-04-11 17:36:06
27894,2018-04-11 17:36:08
27895,2018-04-11 17:36:09
27896,2018-04-11 17:36:14
27897,2018-04-11 17:36:15
27898,2018-04-11 17:36:15
27899,2018-04-11 17:36:16
27900,2018-04-11 17:36:17
27901,2018-04-11 17:36:19
27902,2018-04-11 17:36:19
27903,2018-04-11 17:36:19
27904,2018-04-11 17:36:20
27905,2018-04-11 17:36:21
27906,2018-04-11 17:36:22
27907,2018-04-11 17:36:25
27908,2018-04-11 17:36:26
27909,2018-04-11 17:36:27
27910,2018-04-11 17:36:27
27911,2018-04-11 17:36:27
27912,2018-04-11 17:36:27
27913,2018-04-11 17:36:27
27914,2018-04-11 17:36:28
27915,2018-04-11 17:36:29
27916,2018-04-11 17:36:29
27917,2018-04-11 17:36:29
27918,2018-04-11 17:36:31
27919,2018-04-11 17:36:32
27920,2018-04-11 17:36:34
27921,2018-04-11 17:36:34
27922,2018-04-11 17:36:35
27923,2018-04-11 17:36:35
27924,2018-04-11 17:36:37
27925,2018-04-11 17:36:40
27926,2018-04-11 17:36:41
27927,2018-04-11 17:36:42
27928,2018-04-11 17:36:42
27929,2018-04-11 17:36:43
27930,2018-04-11 17:36:42
27931,2018-04-11 17:36:43
27932,2018-04-11 17:36:44
27933,2018-04-11 17:36:45
27934,2018-04-11 17:36:45
27935,2018-04-11 17:36:45
27936,2018-04-11 17:36:46
27937,2018-04-11 17:36:47
27938,2018-04-11 17:36:47
27939,2018-04-11 17:36:48
27940,2018-04-11 17:36:48
27941,2018-04-11 17:36:48
27942,2018-04-11 17:36:48
27943,2018-04-11 17:36:49
27944,2018-04-11 17:36:49
27945,2018-04-11 17:36:50
27946,2018-04-11 17:36:50
27947,2018-04-11 17:36:50
27948,2018-04-11 17:36:51
27949,2018-04-11 17:36:52
27950,2018-04-11 17:36:52
27951,2018-04-11 17:36:52
27952,2018-04-11 17:36:53
27953,2018-04-11 17:36:55
27954,2018-04-11 17:36:55
27955,2018-04-11 17:36:56
27956,2018-04-11 17:36:57
27957,2018-04-11 17:36:58
27958,2018-04-11 17:36:58
27959,2018-04-11 17:36:58
27960,2018-04-11 17:36:58
27961,2018-04-11 17:36:59
27962,2018-04-11 17:36:59
27963,2018-04-11 17:37:00
27964,2018-04-11 17:37:00
27965,2018-04-11 17:37:01
27966,2018-04-11 17:37:01
27967,2018-04-11 17:37:01
27968,2018-04-11 17:37:02
27969,2018-04-11 17:37:02
27970,2018-04-11 17:37:03
27971,2018-04-11 17:37:03
27972,2018-04-11 17:37:04
27973,2018-04-11 17:37:04
27974,2018-04-11 17:37:04
27975,2018-04-11 17:37:06
27976,2018-04-11 17:37:07
27977,2018-04-11 17:37:07
27978,2018-04-11 17:37:07
27979,2018-04-11 17:37:08
27980,2018-04-11 17:37:09
27981,2018-04-11 17:37:09
27982,2018-04-11 17:37:09
27983,2018-04-11 17:37:09
27984,2018-04-11 17:37:10
27985,2018-04-11 17:37:09
27986,2018-04-11 17:37:11
27987,2018-04-11 17:37:11
27988,2018-04-11 17:37:12
27989,2018-04-11 17:37:13
27990,2018-04-11 17:37:09
27991,2018-04-11 17:37:14
27992,2018-04-11 17:37:15
27993,2018-04-11 17:37:15
27994,2018-04-11 17:37:16
27995,2018-04-11 17:37:16
27996,2018-04-11 17:37:17
27997,2018-04-11 17:37:18
27998,2018-04-11 17:37:18
27999,2018-04-11 17:37:19
28000,2018-04-11 17:37:19
28001,2018-04-11 17:37:19
28002,2018-04-11 17:37:22
28003,2018-04-11 17:37:23
28004,2018-04-11 17:37:24
28005,2018-04-11 17:37:24
28006,2018-04-11 17:37:26
28007,2018-04-11 17:37:27
28008,2018-04-11 17:37:27
28009,2018-04-11 17:37:28
28010,2018-04-11 17:37:28
28011,2018-04-11 17:37:29
28012,2018-04-11 17:37:30
28013,2018-04-11 17:37:31
28014,2018-04-11 17:37:32
28015,2018-04-11 17:37:33
28016,2018-04-11 17:37:33
28017,2018-04-11 17:37:34
28018,2018-04-11 17:37:34
28019,2018-04-11 17:37:35
28020,2018-04-11 17:37:36
28021,2018-04-11 17:37:36
28022,2018-04-11 17:37:36
28023,2018-04-11 17:37:36
28024,2018-04-11 17:37:37
28025,2018-04-11 17:37:37
28026,2018-04-11 17:37:37
28027,2018-04-11 17:37:37
28028,2018-04-11 17:37:38
28029,2018-04-11 17:37:38
28030,2018-04-11 17:37:38
28031,2018-04-11 17:37:39
28032,2018-04-11 17:37:40
28033,2018-04-11 17:37:41
28034,2018-04-11 17:37:41
28035,2018-04-11 17:37:41
28036,2018-04-11 17:37:42
28037,2018-04-11 17:37:42
28038,2018-04-11 17:37:42
28039,2018-04-11 17:37:42
28040,2018-04-11 17:37:45
28041,2018-04-11 17:37:45
28042,2018-04-11 17:37:46
28043,2018-04-11 17:37:46
28044,2018-04-11 17:37:46
28045,2018-04-11 17:37:47
28046,2018-04-11 17:37:48
28047,2018-04-11 17:37:49
28048,2018-04-11 17:37:49
28049,2018-04-11 17:37:49
28050,2018-04-11 17:37:50
28051,2018-04-11 17:37:51
28052,2018-04-11 17:37:52
28053,2018-04-11 17:37:52
28054,2018-04-11 17:37:53
28055,2018-04-11 17:37:53
28056,2018-04-11 17:37:53
28057,2018-04-11 17:37:53
28058,2018-04-11 17:37:54
28059,2018-04-11 17:37:54
28060,2018-04-11 17:37:54
28061,2018-04-11 17:37:54
28062,2018-04-11 17:37:55
28063,2018-04-11 17:37:55
28064,2018-04-11 17:37:55
28065,2018-04-11 17:37:55
28066,2018-04-11 17:37:56
28067,2018-04-11 17:37:56
28068,2018-04-11 17:37:56
28069,2018-04-11 17:37:58
28070,2018-04-11 17:37:58
28071,2018-04-11 17:37:59
28072,2018-04-11 17:37:59
28073,2018-04-11 17:38:00
28074,2018-04-11 17:38:00
28075,2018-04-11 17:38:01
28076,2018-04-11 17:38:01
28077,2018-04-11 17:38:01
28078,2018-04-11 17:38:02
28079,2018-04-11 17:38:02
28080,2018-04-11 17:38:03
28081,2018-04-11 17:38:02
28082,2018-04-11 17:38:09
28083,2018-04-11 17:38:10
28084,2018-04-11 17:38:10
28085,2018-04-11 17:38:12
28086,2018-04-11 17:38:13
28087,2018-04-11 17:38:15
28088,2018-04-11 17:38:17
28089,2018-04-11 17:38:17
28090,2018-04-11 17:38:17
28091,2018-04-11 17:38:17
28092,2018-04-11 17:38:18
28093,2018-04-11 17:38:18
28094,2018-04-11 17:38:19
28095,2018-04-11 17:38:20
28096,2018-04-11 17:38:21
28097,2018-04-11 17:38:21
28098,2018-04-11 17:38:23
28099,2018-04-11 17:38:23
28100,2018-04-11 17:38:23
28101,2018-04-11 17:38:23
28102,2018-04-11 17:38:23
28103,2018-04-11 17:38:24
28104,2018-04-11 17:38:25
28105,2018-04-11 17:38:25
28106,2018-04-11 17:38:26
28107,2018-04-11 17:38:27
28108,2018-04-11 17:38:27
28109,2018-04-11 17:38:28
28110,2018-04-11 17:38:30
28111,2018-04-11 17:38:30
28112,2018-04-11 17:38:30
28113,2018-04-11 17:38:31
28114,2018-04-11 17:38:31
28115,2018-04-11 17:38:31
28116,2018-04-11 17:38:31
28117,2018-04-11 17:38:33
28118,2018-04-11 17:38:37
28119,2018-04-11 17:38:39
28120,2018-04-11 17:38:40
28121,2018-04-11 17:38:40
28122,2018-04-11 17:38:41
28123,2018-04-11 17:38:42
28124,2018-04-11 17:38:43
28125,2018-04-11 17:38:44
28126,2018-04-11 17:38:45
28127,2018-04-11 17:38:45
28128,2018-04-11 17:38:45
28129,2018-04-11 17:38:47
28130,2018-04-11 17:38:48
28131,2018-04-11 17:38:49
28132,2018-04-11 17:38:50
28133,2018-04-11 17:38:51
28134,2018-04-11 17:38:51
28135,2018-04-11 17:38:51
28136,2018-04-11 17:38:51
28137,2018-04-11 17:38:52
28138,2018-04-11 17:38:54
28139,2018-04-11 17:38:55
28140,2018-04-11 17:38:55
28141,2018-04-11 17:38:55
28142,2018-04-11 17:38:58
28143,2018-04-11 17:38:58
28144,2018-04-11 17:39:00
28145,2018-04-11 17:39:00
28146,2018-04-11 17:39:01
28147,2018-04-11 17:39:01
28148,2018-04-11 17:39:02
28149,2018-04-11 17:39:03
28150,2018-04-11 17:39:03
28151,2018-04-11 17:39:03
28152,2018-04-11 17:39:04
28153,2018-04-11 17:39:05
28154,2018-04-11 17:39:06
28155,2018-04-11 17:39:06
28156,2018-04-11 17:39:06
28157,2018-04-11 17:39:07
28158,2018-04-11 17:39:07
28159,2018-04-11 17:39:08
28160,2018-04-11 17:39:09
28161,2018-04-11 17:39:09
28162,2018-04-11 17:39:09
28163,2018-04-11 17:39:09
28164,2018-04-11 17:39:06
28165,2018-04-11 17:39:11
28166,2018-04-11 17:39:12
28167,2018-04-11 17:39:13
28168,2018-04-11 17:39:13
28169,2018-04-11 17:39:14
28170,2018-04-11 17:39:18
28171,2018-04-11 17:39:18
28172,2018-04-11 17:39:19
28173,2018-04-11 17:39:19
28174,2018-04-11 17:39:20
28175,2018-04-11 17:39:21
28176,2018-04-11 17:39:22
28177,2018-04-11 17:39:22
28178,2018-04-11 17:39:24
28179,2018-04-11 17:39:24
28180,2018-04-11 17:39:25
28181,2018-04-11 17:39:25
28182,2018-04-11 17:39:27
28183,2018-04-11 17:39:27
28184,2018-04-11 17:39:27
28185,2018-04-11 17:39:29
28186,2018-04-11 17:39:32
28187,2018-04-11 17:39:32
28188,2018-04-11 17:39:33
28189,2018-04-11 17:39:34
28190,2018-04-11 17:39:34
28191,2018-04-11 17:39:35
28192,2018-04-11 17:39:35
28193,2018-04-11 17:39:37
28194,2018-04-11 17:39:38
28195,2018-04-11 17:39:38
28196,2018-04-11 17:39:38
28197,2018-04-11 17:39:39
28198,2018-04-11 17:39:41
28199,2018-04-11 17:39:42
28200,2018-04-11 17:39:42
28201,2018-04-11 17:39:42
28202,2018-04-11 17:39:42
28203,2018-04-11 17:39:43
28204,2018-04-11 17:39:43
28205,2018-04-11 17:39:44
28206,2018-04-11 17:39:44
28207,2018-04-11 17:39:45
28208,2018-04-11 17:39:45
28209,2018-04-11 17:39:47
28210,2018-04-11 17:39:47
28211,2018-04-11 17:39:48
28212,2018-04-11 17:39:48
28213,2018-04-11 17:39:52
28214,2018-04-11 17:39:53
28215,2018-04-11 17:39:54
28216,2018-04-11 17:39:55
28217,2018-04-11 17:39:55
28218,2018-04-11 17:39:56
28219,2018-04-11 17:39:56
28220,2018-04-11 17:39:56
28221,2018-04-11 17:39:58
28222,2018-04-11 17:39:58
28223,2018-04-11 17:39:59
28224,2018-04-11 17:40:00
28225,2018-04-11 17:40:00
28226,2018-04-11 17:40:00
28227,2018-04-11 17:40:00
28228,2018-04-11 17:40:01
28229,2018-04-11 17:40:02
28230,2018-04-11 17:40:03
28231,2018-04-11 17:40:03
28232,2018-04-11 17:40:04
28233,2018-04-11 17:40:04
28234,2018-04-11 17:40:04
28235,2018-04-11 17:40:05
28236,2018-04-11 17:40:05
28237,2018-04-11 17:40:05
28238,2018-04-11 17:40:09
28239,2018-04-11 17:40:10
28240,2018-04-11 17:40:10
28241,2018-04-11 17:40:11
28242,2018-04-11 17:40:12
28243,2018-04-11 17:40:12
28244,2018-04-11 17:40:12
28245,2018-04-11 17:40:12
28246,2018-04-11 17:40:12
28247,2018-04-11 17:40:12
28248,2018-04-11 17:40:14
28249,2018-04-11 17:40:15
28250,2018-04-11 17:40:16
28251,2018-04-11 17:40:17
28252,2018-04-11 17:40:17
28253,2018-04-11 17:40:17
28254,2018-04-11 17:40:18
28255,2018-04-11 17:40:19
28256,2018-04-11 17:40:19
28257,2018-04-11 17:40:19
28258,2018-04-11 17:40:21
28259,2018-04-11 17:40:21
28260,2018-04-11 17:40:21
28261,2018-04-11 17:40:23
28262,2018-04-11 17:40:24
28263,2018-04-11 17:40:25
28264,2018-04-11 17:40:27
28265,2018-04-11 17:40:31
28266,2018-04-11 17:40:31
28267,2018-04-11 17:40:31
28268,2018-04-11 17:40:31
28269,2018-04-11 17:40:34
28270,2018-04-11 17:40:34
28271,2018-04-11 17:40:35
28272,2018-04-11 17:40:36
28273,2018-04-11 17:40:36
28274,2018-04-11 17:40:36
28275,2018-04-11 17:40:36
28276,2018-04-11 17:40:37
28277,2018-04-11 17:40:37
28278,2018-04-11 17:40:38
28279,2018-04-11 17:40:38
28280,2018-04-11 17:40:39
28281,2018-04-11 17:40:40
28282,2018-04-11 17:40:40
28283,2018-04-11 17:40:40
28284,2018-04-11 17:40:41
28285,2018-04-11 17:40:42
28286,2018-04-11 17:40:42
28287,2018-04-11 17:40:42
28288,2018-04-11 17:40:42
28289,2018-04-11 17:40:43
28290,2018-04-11 17:40:44
28291,2018-04-11 17:40:45
28292,2018-04-11 17:40:45
28293,2018-04-11 17:40:47
28294,2018-04-11 17:40:48
28295,2018-04-11 17:40:48
28296,2018-04-11 17:40:49
28297,2018-04-11 17:40:49
28298,2018-04-11 17:40:52
28299,2018-04-11 17:40:52
28300,2018-04-11 17:40:52
28301,2018-04-11 17:40:53
28302,2018-04-11 17:40:54
28303,2018-04-11 17:40:54
28304,2018-04-11 17:40:59
28305,2018-04-11 17:41:00
28306,2018-04-11 17:41:00
28307,2018-04-11 17:41:01
28308,2018-04-11 17:41:04
28309,2018-04-11 17:41:04
28310,2018-04-11 17:41:05
28311,2018-04-11 17:41:06
28312,2018-04-11 17:41:03
28313,2018-04-11 17:41:06
28314,2018-04-11 17:41:06
28315,2018-04-11 17:41:08
28316,2018-04-11 17:41:08
28317,2018-04-11 17:41:08
28318,2018-04-11 17:41:09
28319,2018-04-11 17:41:11
28320,2018-04-11 17:41:12
28321,2018-04-11 17:41:12
28322,2018-04-11 17:41:12
28323,2018-04-11 17:41:15
28324,2018-04-11 17:41:15
28325,2018-04-11 17:41:16
28326,2018-04-11 17:41:19
28327,2018-04-11 17:41:20
28328,2018-04-11 17:41:20
28329,2018-04-11 17:41:21
28330,2018-04-11 17:41:21
28331,2018-04-11 17:41:22
28332,2018-04-11 17:41:22
28333,2018-04-11 17:41:23
28334,2018-04-11 17:41:24
28335,2018-04-11 17:41:25
28336,2018-04-11 17:41:26
28337,2018-04-11 17:41:26
28338,2018-04-11 17:41:28
28339,2018-04-11 17:41:29
28340,2018-04-11 17:41:29
28341,2018-04-11 17:41:29
28342,2018-04-11 17:41:30
28343,2018-04-11 17:41:32
28344,2018-04-11 17:41:33
28345,2018-04-11 17:41:33
28346,2018-04-11 17:41:34
28347,2018-04-11 17:41:34
